customer_id,wilayah,kelompok_usia,jenis_kelamin,segmen_pekerjaan,thin_file,lama_riwayat_kredit_bulan,jumlah_fasilitas_kredit_aktif,rasio_utang_pendapatan,riwayat_keterlambatan_90hari,konsistensi_isi_ulang_pulsa,lama_kepemilikan_nomor_bulan,rata_rata_pulsa_bulanan_rp,frekuensi_transaksi_ecommerce_bulanan,rating_rata_penjual_pembeli,rasio_retur_pembelian,rata_rata_kas_masuk_bulanan_rp,volatilitas_kas_cv,jumlah_hari_kas_negatif_per_bulan,default_flag
CUST107472,Jawa Non-Jabodetabek,26-35,L,Karyawan Formal,0,48.0,1,0.377,0,0.878,34.0,64000.0,7,4.59,0.119,1670000.0,0.152,0,0
CUST107473,Jawa Non-Jabodetabek,18-25,P,UMKM/Wirausaha,0,61.0,1,0.113,1,0.723,130.0,44000.0,2,4.27,0.329,5540000.0,0.305,2,0
CUST107474,Jawa Non-Jabodetabek,26-35,L,UMKM/Wirausaha,0,29.0,1,0.256,0,0.401,101.0,36000.0,13,5.0,0.017,2220000.0,0.483,4,0
CUST107475,Sumatra,46-55,L,UMKM/Wirausaha,1,0.0,0,0.519,,0.597,115.0,19000.0,4,4.96,0.098,2440000.0,0.286,2,1
CUST107476,Jawa Non-Jabodetabek,36-45,L,Karyawan Formal,0,27.0,2,0.344,0,0.764,46.0,17000.0,5,4.17,0.053,6180000.0,0.402,0,0
CUST107477,Jabodetabek,36-45,P,UMKM/Wirausaha,1,0.0,0,0.283,,0.863,22.0,30000.0,6,3.92,0.051,6370000.0,0.371,4,0
CUST107478,Jawa Non-Jabodetabek,26-35,P,Pekerja Informal/Gig,0,27.0,3,0.399,1,0.562,50.0,68000.0,4,4.33,0.019,2740000.0,0.113,0,0
CUST107479,Luar Jawa Lainnya,26-35,P,Karyawan Formal,0,58.0,1,0.188,0,0.77,73.0,31000.0,10,4.18,0.106,4300000.0,0.268,1,0
CUST107480,Sumatra,46-55,P,Pekerja Informal/Gig,1,0.0,0,0.25,,0.254,73.0,95000.0,5,3.66,0.238,3450000.0,0.31,2,1
CUST107481,Luar Jawa Lainnya,18-25,L,UMKM/Wirausaha,1,0.0,0,0.493,,0.556,67.0,22000.0,3,4.0,0.012,7520000.0,0.41,1,1
CUST107482,Sumatra,56+,P,Pekerja Informal/Gig,1,0.0,0,0.042,,0.38,51.0,23000.0,7,4.08,0.015,3630000.0,0.02,1,1
CUST107483,Kalimantan,46-55,L,Karyawan Formal,0,62.0,2,0.258,1,0.523,82.0,45000.0,4,4.07,0.181,1460000.0,0.192,0,0
CUST107484,Jawa Non-Jabodetabek,26-35,P,UMKM/Wirausaha,0,74.0,2,0.37,0,0.847,64.0,33000.0,4,4.75,0.01,2820000.0,0.677,3,0
CUST107485,Kalimantan,46-55,P,Pekerja Informal/Gig,1,0.0,0,0.422,,0.61,107.0,32000.0,5,4.31,0.118,1220000.0,0.229,2,0
CUST107486,Jabodetabek,36-45,L,UMKM/Wirausaha,0,18.0,1,0.198,0,0.522,85.0,26000.0,5,4.73,0.034,1560000.0,0.286,4,0
CUST107487,Jabodetabek,36-45,L,Karyawan Formal,0,21.0,1,0.44,1,0.538,64.0,28000.0,7,5.0,0.049,2030000.0,0.183,1,0
CUST107488,Jabodetabek,18-25,P,Pekerja Informal/Gig,1,0.0,0,0.358,,0.964,35.0,30000.0,7,4.64,0.011,930000.0,0.069,3,0
CUST107489,Jabodetabek,46-55,P,UMKM/Wirausaha,1,0.0,0,0.575,,0.867,53.0,85000.0,6,5.0,0.056,3940000.0,0.601,2,1
CUST107490,Luar Jawa Lainnya,26-35,P,Pekerja Informal/Gig,1,0.0,0,0.467,,0.574,83.0,79000.0,1,4.87,0.231,1540000.0,0.157,3,1
CUST107491,Luar Jawa Lainnya,46-55,P,Karyawan Formal,0,32.0,2,0.307,0,0.251,52.0,55000.0,3,4.81,0.21,1520000.0,0.249,0,0
CUST107492,Kalimantan,26-35,P,Pekerja Informal/Gig,1,0.0,0,0.548,,0.328,70.0,82000.0,11,5.0,0.06,2650000.0,0.245,0,1
CUST107493,Jabodetabek,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.357,,0.573,115.0,19000.0,6,4.72,0.115,1150000.0,0.166,0,0
CUST107494,Sulawesi,56+,P,UMKM/Wirausaha,1,0.0,0,0.426,,0.629,80.0,106000.0,7,4.63,0.031,3720000.0,0.428,3,1
CUST107495,Kalimantan,26-35,P,Karyawan Formal,1,0.0,0,0.249,,1.0,115.0,71000.0,7,4.23,0.113,2130000.0,0.151,1,0
CUST107496,Jawa Non-Jabodetabek,18-25,L,UMKM/Wirausaha,1,0.0,0,0.183,,0.547,72.0,18000.0,4,4.58,0.196,2050000.0,0.636,6,0
CUST107497,Sumatra,46-55,P,Karyawan Formal,0,32.0,2,0.079,0,0.631,33.0,91000.0,6,3.78,0.095,1100000.0,0.264,1,0
CUST107498,Sumatra,26-35,L,UMKM/Wirausaha,0,83.0,3,0.252,0,0.649,102.0,68000.0,6,4.1,0.139,3690000.0,0.429,0,0
CUST107499,Jabodetabek,46-55,P,UMKM/Wirausaha,0,67.0,1,0.35,0,0.521,61.0,56000.0,2,4.82,0.071,13060000.0,0.239,4,0
CUST107500,Sumatra,46-55,P,Karyawan Formal,0,106.0,0,0.242,1,1.0,50.0,14000.0,4,4.86,0.136,840000.0,0.258,0,0
CUST107501,Kalimantan,18-25,P,Pekerja Informal/Gig,1,0.0,0,0.396,,0.635,27.0,40000.0,5,4.51,0.135,1430000.0,0.144,0,0
CUST107502,Jabodetabek,36-45,L,Pekerja Informal/Gig,1,0.0,0,0.318,,0.317,66.0,42000.0,4,3.61,0.029,1540000.0,0.062,2,0
CUST107503,Jawa Non-Jabodetabek,56+,P,UMKM/Wirausaha,0,46.0,2,0.351,0,0.812,43.0,38000.0,6,3.96,0.217,2030000.0,0.461,0,0
CUST107504,Sumatra,56+,L,UMKM/Wirausaha,0,35.0,1,0.566,2,0.799,65.0,67000.0,2,4.86,0.03,7680000.0,0.396,0,0
CUST107505,Kalimantan,36-45,P,Pekerja Informal/Gig,1,0.0,0,0.613,,0.882,19.0,37000.0,2,4.31,0.094,4600000.0,0.183,0,0
CUST107506,Luar Jawa Lainnya,36-45,L,UMKM/Wirausaha,0,102.0,2,0.086,2,0.507,43.0,24000.0,5,5.0,0.009,2540000.0,0.565,5,1
CUST107507,Sulawesi,36-45,P,Pekerja Informal/Gig,0,56.0,2,0.148,0,0.434,110.0,44000.0,7,4.04,0.044,1360000.0,0.146,1,0
CUST107508,Sumatra,26-35,P,Karyawan Formal,0,39.0,4,0.38,1,0.714,72.0,32000.0,2,3.85,0.047,4490000.0,0.173,0,0
CUST107509,Sumatra,36-45,L,Karyawan Formal,0,36.0,1,0.28,0,0.715,73.0,39000.0,5,3.69,0.115,1690000.0,0.266,1,0
CUST107510,Sumatra,26-35,L,UMKM/Wirausaha,1,0.0,0,0.084,,0.581,105.0,18000.0,6,4.95,0.24,2250000.0,0.461,2,0
CUST107511,Sumatra,26-35,L,Karyawan Formal,0,61.0,0,0.42,0,0.551,90.0,21000.0,7,4.99,0.068,3360000.0,0.238,0,0
CUST107512,Jabodetabek,26-35,P,UMKM/Wirausaha,0,34.0,1,0.152,0,0.795,35.0,16000.0,5,3.7,0.079,7490000.0,0.633,5,0
CUST107513,Kalimantan,46-55,L,UMKM/Wirausaha,1,0.0,0,0.469,,0.549,66.0,19000.0,5,4.24,0.073,2260000.0,0.176,1,0
CUST107514,Kalimantan,26-35,L,Karyawan Formal,0,42.0,2,0.524,1,0.969,58.0,81000.0,5,4.37,0.116,870000.0,0.208,0,1
CUST107515,Sumatra,26-35,L,Karyawan Formal,0,27.0,0,0.554,0,0.863,22.0,44000.0,5,4.02,0.081,2400000.0,0.042,0,0
CUST107516,Sulawesi,18-25,L,Karyawan Formal,0,24.0,0,0.221,0,0.929,24.0,20000.0,9,4.9,0.01,1790000.0,0.257,1,0
CUST107517,Sumatra,18-25,L,Karyawan Formal,0,12.0,3,0.355,0,0.506,91.0,53000.0,3,5.0,0.029,1340000.0,0.233,0,0
CUST107518,Jawa Non-Jabodetabek,56+,P,Karyawan Formal,0,88.0,1,0.549,0,0.7,34.0,72000.0,2,4.31,0.122,1150000.0,0.284,0,0
CUST107519,Jabodetabek,26-35,P,Karyawan Formal,1,0.0,0,0.02,,0.584,99.0,26000.0,0,5.0,0.099,2430000.0,0.157,1,0
CUST107520,Jabodetabek,26-35,P,Pekerja Informal/Gig,1,0.0,0,0.148,,0.57,91.0,27000.0,2,4.2,0.298,1200000.0,0.141,3,0
CUST107521,Jawa Non-Jabodetabek,56+,L,Karyawan Formal,0,36.0,3,0.446,0,1.0,93.0,27000.0,3,4.67,0.105,1840000.0,0.306,0,0
CUST107522,Jawa Non-Jabodetabek,18-25,P,Karyawan Formal,0,43.0,1,0.624,0,0.917,36.0,38000.0,7,4.97,0.083,1890000.0,0.147,0,0
CUST107523,Jabodetabek,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.02,,0.746,94.0,20000.0,2,5.0,0.116,2590000.0,0.275,1,0
CUST107524,Jabodetabek,46-55,P,Pekerja Informal/Gig,1,0.0,0,0.142,,1.0,88.0,52000.0,2,4.6,0.098,3980000.0,0.228,1,0
CUST107525,Jabodetabek,46-55,P,Karyawan Formal,0,51.0,2,0.288,1,0.925,56.0,35000.0,5,4.59,0.026,1860000.0,0.246,2,0
CUST107526,Kalimantan,26-35,L,Pekerja Informal/Gig,0,85.0,3,0.37,0,0.598,79.0,46000.0,2,4.87,0.123,890000.0,0.222,1,0
CUST107527,Kalimantan,36-45,P,Pekerja Informal/Gig,1,0.0,0,0.691,,0.374,142.0,49000.0,4,4.92,0.149,4910000.0,0.268,5,1
CUST107528,Jawa Non-Jabodetabek,36-45,L,Pekerja Informal/Gig,1,0.0,0,0.528,,0.208,88.0,40000.0,3,3.88,0.159,500000.0,0.332,3,1
CUST107529,Jabodetabek,36-45,P,UMKM/Wirausaha,1,0.0,0,0.432,,0.465,42.0,44000.0,5,4.88,0.056,2930000.0,0.493,4,1
CUST107530,Jabodetabek,26-35,P,UMKM/Wirausaha,1,0.0,0,0.095,,0.995,63.0,23000.0,0,4.46,0.019,2610000.0,0.415,1,1
CUST107531,Jabodetabek,46-55,L,Pekerja Informal/Gig,1,0.0,0,0.351,,0.663,52.0,40000.0,0,4.71,0.045,4180000.0,0.26,0,0
CUST107532,Jawa Non-Jabodetabek,36-45,L,UMKM/Wirausaha,0,24.0,0,0.498,0,0.846,79.0,62000.0,5,3.5,0.044,3970000.0,0.35,2,0
CUST107533,Jabodetabek,36-45,P,Pekerja Informal/Gig,1,0.0,0,0.149,,0.784,60.0,24000.0,6,4.12,0.026,2200000.0,0.242,2,0
CUST107534,Jawa Non-Jabodetabek,56+,L,Karyawan Formal,1,0.0,0,0.277,,0.671,48.0,16000.0,11,4.9,0.255,1720000.0,0.028,1,0
CUST107535,Luar Jawa Lainnya,46-55,L,Pekerja Informal/Gig,1,0.0,0,0.324,,0.464,64.0,45000.0,8,4.04,0.069,1190000.0,0.358,0,1
CUST107536,Sumatra,46-55,P,Pekerja Informal/Gig,1,0.0,0,0.228,,0.783,91.0,96000.0,6,5.0,0.031,1000000.0,0.13,2,0
CUST107537,Sulawesi,26-35,L,Karyawan Formal,0,35.0,2,0.478,0,1.0,16.0,36000.0,6,4.24,0.114,2590000.0,0.421,1,0
CUST107538,Jabodetabek,18-25,L,Karyawan Formal,1,0.0,0,0.507,,0.759,67.0,46000.0,4,4.04,0.097,1600000.0,0.248,1,1
CUST107539,Jabodetabek,36-45,L,Pekerja Informal/Gig,1,0.0,0,0.2,,0.37,32.0,88000.0,3,4.45,0.248,2090000.0,0.206,0,0
CUST107540,Luar Jawa Lainnya,18-25,P,Pekerja Informal/Gig,1,0.0,0,0.16,,0.19,84.0,33000.0,4,4.69,0.041,1880000.0,0.429,1,1
CUST107541,Jawa Non-Jabodetabek,36-45,P,Pekerja Informal/Gig,0,46.0,1,0.337,0,0.731,45.0,13000.0,2,4.88,0.156,2270000.0,0.382,1,0
CUST107542,Sumatra,36-45,P,Pekerja Informal/Gig,1,0.0,0,0.413,,0.623,89.0,40000.0,6,4.39,0.062,2940000.0,0.322,1,0
CUST107543,Luar Jawa Lainnya,36-45,P,Karyawan Formal,0,51.0,2,0.691,0,0.294,82.0,48000.0,6,4.09,0.204,2870000.0,0.225,1,1
CUST107544,Sumatra,18-25,L,UMKM/Wirausaha,0,27.0,4,0.354,0,0.925,142.0,38000.0,6,5.0,0.175,2220000.0,0.367,3,0
CUST107545,Jawa Non-Jabodetabek,46-55,L,UMKM/Wirausaha,1,0.0,0,0.284,,0.59,101.0,21000.0,9,3.99,0.139,3650000.0,0.652,5,0
CUST107546,Sumatra,36-45,L,Karyawan Formal,0,14.0,1,0.209,0,0.807,67.0,37000.0,5,5.0,0.202,2650000.0,0.231,1,0
CUST107547,Jabodetabek,36-45,L,Karyawan Formal,0,37.0,2,0.381,0,0.891,114.0,23000.0,7,3.98,0.357,1240000.0,0.337,1,0
CUST107548,Jabodetabek,36-45,L,UMKM/Wirausaha,0,51.0,3,0.302,1,0.409,98.0,34000.0,6,4.28,0.03,7030000.0,0.337,1,0
CUST107549,Jabodetabek,18-25,L,UMKM/Wirausaha,0,38.0,3,0.49,0,0.671,54.0,37000.0,4,3.93,0.073,4240000.0,0.343,6,0
CUST107550,Sulawesi,36-45,P,UMKM/Wirausaha,1,0.0,0,0.388,,0.528,45.0,22000.0,3,3.73,0.036,1820000.0,0.556,3,0
CUST107551,Sumatra,18-25,L,UMKM/Wirausaha,0,31.0,1,0.333,0,0.83,142.0,54000.0,7,4.46,0.177,8260000.0,0.484,4,0
CUST107552,Jawa Non-Jabodetabek,36-45,P,UMKM/Wirausaha,0,32.0,1,0.182,0,0.954,136.0,33000.0,2,4.37,0.108,1700000.0,0.25,4,0
CUST107553,Jabodetabek,18-25,P,Karyawan Formal,1,0.0,0,0.428,,0.74,16.0,24000.0,3,5.0,0.007,2130000.0,0.32,1,1
CUST107554,Kalimantan,26-35,L,Karyawan Formal,0,59.0,2,0.322,1,0.761,63.0,45000.0,0,4.45,0.085,1230000.0,0.244,1,0
CUST107555,Luar Jawa Lainnya,26-35,P,UMKM/Wirausaha,0,65.0,1,0.474,0,0.525,114.0,24000.0,3,5.0,0.1,2750000.0,0.631,2,0
CUST107556,Jawa Non-Jabodetabek,18-25,P,UMKM/Wirausaha,0,62.0,2,0.092,1,0.816,125.0,63000.0,3,4.81,0.001,4260000.0,0.538,1,0
CUST107557,Jawa Non-Jabodetabek,46-55,L,Pekerja Informal/Gig,1,0.0,0,0.405,,0.506,122.0,20000.0,3,4.92,0.145,1600000.0,0.12,1,0
CUST107558,Sulawesi,46-55,P,UMKM/Wirausaha,0,13.0,0,0.487,1,0.307,65.0,60000.0,2,5.0,0.031,4370000.0,0.267,0,0
CUST107559,Sulawesi,18-25,L,Pekerja Informal/Gig,1,0.0,0,0.359,,0.84,34.0,23000.0,5,4.02,0.097,3080000.0,0.223,0,0
CUST107560,Luar Jawa Lainnya,18-25,L,Pekerja Informal/Gig,1,0.0,0,0.501,,0.676,70.0,15000.0,3,3.59,0.108,4830000.0,0.238,0,0
CUST107561,Jawa Non-Jabodetabek,46-55,P,UMKM/Wirausaha,0,16.0,2,0.425,0,0.882,47.0,21000.0,6,4.4,0.132,4580000.0,0.376,3,0
CUST107562,Jabodetabek,18-25,P,UMKM/Wirausaha,1,0.0,0,0.239,,0.808,49.0,38000.0,8,3.52,0.188,3950000.0,0.648,2,0
CUST107563,Jawa Non-Jabodetabek,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.142,,0.458,28.0,16000.0,9,4.37,0.082,690000.0,0.293,3,1
CUST107564,Jawa Non-Jabodetabek,18-25,P,Karyawan Formal,0,86.0,1,0.527,0,0.481,42.0,34000.0,4,3.72,0.008,1220000.0,0.116,0,0
CUST107565,Sulawesi,36-45,P,Pekerja Informal/Gig,0,14.0,1,0.248,0,0.9,47.0,34000.0,8,4.76,0.135,2430000.0,0.212,0,0
CUST107566,Jabodetabek,56+,L,UMKM/Wirausaha,0,35.0,1,0.328,1,0.483,79.0,21000.0,3,4.98,0.1,4020000.0,0.289,3,0
CUST107567,Sumatra,18-25,L,UMKM/Wirausaha,0,35.0,3,0.254,1,0.654,79.0,38000.0,0,5.0,0.294,2370000.0,0.253,3,0
CUST107568,Luar Jawa Lainnya,56+,L,Pekerja Informal/Gig,1,0.0,0,0.541,,0.377,124.0,40000.0,5,4.54,0.227,1480000.0,0.214,0,0
CUST107569,Luar Jawa Lainnya,46-55,P,Karyawan Formal,0,51.0,1,0.02,0,0.843,24.0,45000.0,7,5.0,0.155,2960000.0,0.134,1,0
CUST107570,Sumatra,56+,P,Karyawan Formal,0,27.0,2,0.51,0,0.417,69.0,23000.0,6,4.12,0.115,6740000.0,0.289,0,0
CUST107571,Luar Jawa Lainnya,36-45,L,Karyawan Formal,0,32.0,0,0.253,0,0.694,60.0,106000.0,6,4.48,0.048,3910000.0,0.279,0,0
CUST107572,Jabodetabek,46-55,P,Pekerja Informal/Gig,1,0.0,0,0.729,,0.515,69.0,33000.0,2,4.42,0.121,2290000.0,0.283,0,1
CUST107573,Jawa Non-Jabodetabek,36-45,L,Karyawan Formal,0,69.0,4,0.515,0,0.819,83.0,16000.0,4,5.0,0.092,3920000.0,0.309,2,0
CUST107574,Jabodetabek,46-55,L,UMKM/Wirausaha,1,0.0,0,0.205,,0.816,62.0,62000.0,9,4.0,0.045,1510000.0,0.431,5,1
CUST107575,Luar Jawa Lainnya,18-25,P,Karyawan Formal,0,67.0,1,0.631,0,0.642,65.0,47000.0,9,3.68,0.04,2230000.0,0.031,1,0
CUST107576,Luar Jawa Lainnya,36-45,P,UMKM/Wirausaha,1,0.0,0,0.235,,0.865,118.0,23000.0,8,4.03,0.091,1190000.0,0.498,3,1
CUST107577,Jabodetabek,36-45,L,UMKM/Wirausaha,0,30.0,3,0.456,1,1.0,54.0,28000.0,6,3.9,0.027,1510000.0,0.364,3,1
CUST107578,Jabodetabek,18-25,P,Karyawan Formal,1,0.0,0,0.431,,0.0,69.0,33000.0,6,4.71,0.277,570000.0,0.165,1,1
CUST107579,Jawa Non-Jabodetabek,26-35,L,UMKM/Wirausaha,0,58.0,2,0.744,0,0.665,84.0,21000.0,4,4.13,0.158,2890000.0,0.551,5,0
CUST107580,Jabodetabek,26-35,L,Karyawan Formal,0,39.0,2,0.18,0,0.59,114.0,44000.0,2,4.44,0.029,1470000.0,0.186,3,0
CUST107581,Sulawesi,26-35,L,Karyawan Formal,0,36.0,1,0.02,2,0.891,30.0,47000.0,7,4.01,0.095,1750000.0,0.123,1,0
CUST107582,Jabodetabek,26-35,L,UMKM/Wirausaha,0,28.0,5,0.139,2,0.911,24.0,60000.0,5,3.64,0.056,3560000.0,0.382,2,1
CUST107583,Kalimantan,26-35,P,UMKM/Wirausaha,1,0.0,0,0.352,,0.388,62.0,15000.0,9,4.1,0.237,7120000.0,0.578,7,1
CUST107584,Sumatra,26-35,L,Karyawan Formal,0,48.0,4,0.16,0,0.693,46.0,34000.0,4,5.0,0.063,9370000.0,0.397,0,0
CUST107585,Jawa Non-Jabodetabek,36-45,L,UMKM/Wirausaha,0,56.0,0,0.098,1,0.559,61.0,29000.0,5,3.68,0.121,13710000.0,0.456,5,0
CUST107586,Jabodetabek,18-25,P,UMKM/Wirausaha,1,0.0,0,0.29,,0.812,150.0,25000.0,5,4.49,0.16,8800000.0,0.428,1,1
CUST107587,Luar Jawa Lainnya,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.518,,0.809,23.0,58000.0,3,4.59,0.082,4270000.0,0.142,1,0
CUST107588,Sumatra,26-35,L,UMKM/Wirausaha,0,37.0,3,0.02,0,0.487,118.0,50000.0,10,4.25,0.015,1290000.0,0.138,3,0
CUST107589,Jawa Non-Jabodetabek,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.381,,0.702,55.0,37000.0,7,4.26,0.042,1660000.0,0.434,1,1
CUST107590,Jawa Non-Jabodetabek,18-25,P,UMKM/Wirausaha,0,33.0,1,0.38,0,0.502,79.0,35000.0,6,4.57,0.041,3360000.0,0.623,2,1
CUST107591,Luar Jawa Lainnya,56+,L,Pekerja Informal/Gig,1,0.0,0,0.493,,0.258,102.0,22000.0,3,4.36,0.27,4060000.0,0.076,3,1
CUST107592,Sulawesi,26-35,L,Karyawan Formal,0,33.0,2,0.161,0,0.936,82.0,26000.0,7,4.01,0.199,1180000.0,0.129,2,0
CUST107593,Sulawesi,26-35,P,UMKM/Wirausaha,0,16.0,1,0.66,0,0.919,29.0,98000.0,7,4.6,0.067,2300000.0,0.309,3,0
CUST107594,Sumatra,36-45,L,UMKM/Wirausaha,1,0.0,0,0.383,,0.495,200.0,50000.0,6,4.39,0.287,8770000.0,0.245,1,0
CUST107595,Sulawesi,46-55,P,Pekerja Informal/Gig,1,0.0,0,0.425,,0.925,17.0,41000.0,6,4.1,0.061,1270000.0,0.208,1,0
CUST107596,Jawa Non-Jabodetabek,26-35,P,Pekerja Informal/Gig,1,0.0,0,0.255,,0.455,102.0,49000.0,4,4.59,0.035,2850000.0,0.229,1,0
CUST107597,Kalimantan,26-35,P,Pekerja Informal/Gig,0,15.0,1,0.553,1,0.862,62.0,31000.0,4,4.77,0.086,530000.0,0.15,1,1
CUST107598,Jawa Non-Jabodetabek,36-45,L,Karyawan Formal,0,50.0,0,0.793,0,0.496,114.0,35000.0,4,4.08,0.097,1020000.0,0.196,0,0
CUST107599,Sumatra,26-35,P,UMKM/Wirausaha,1,0.0,0,0.292,,0.705,64.0,36000.0,5,3.37,0.286,4220000.0,0.506,3,0
CUST107600,Luar Jawa Lainnya,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.397,,0.556,70.0,39000.0,8,4.46,0.129,1700000.0,0.21,1,1
CUST107601,Luar Jawa Lainnya,56+,L,Karyawan Formal,0,9.0,0,0.46,0,0.093,57.0,111000.0,6,4.17,0.094,2760000.0,0.253,0,0
CUST107602,Sumatra,56+,P,Karyawan Formal,0,34.0,2,0.605,1,0.633,49.0,13000.0,4,4.78,0.017,2340000.0,0.311,5,0
CUST107603,Sumatra,36-45,L,UMKM/Wirausaha,1,0.0,0,0.533,,0.677,52.0,46000.0,5,3.87,0.012,4520000.0,0.259,4,0
CUST107604,Sulawesi,18-25,L,Karyawan Formal,0,51.0,0,0.443,0,0.467,108.0,24000.0,4,4.54,0.317,3090000.0,0.243,2,0
CUST107605,Luar Jawa Lainnya,36-45,P,Karyawan Formal,0,29.0,0,0.456,1,0.476,142.0,38000.0,6,4.6,0.096,4480000.0,0.381,0,1
CUST107606,Kalimantan,56+,L,Pekerja Informal/Gig,1,0.0,0,0.51,,0.912,135.0,39000.0,3,4.25,0.111,4190000.0,0.15,3,0
CUST107607,Jabodetabek,56+,L,Pekerja Informal/Gig,1,0.0,0,0.535,,0.682,48.0,18000.0,3,4.86,0.059,4520000.0,0.238,0,0
CUST107608,Jawa Non-Jabodetabek,26-35,L,UMKM/Wirausaha,0,33.0,4,0.541,0,0.596,120.0,24000.0,2,4.73,0.04,6120000.0,0.578,1,0
CUST107609,Sulawesi,26-35,L,Pekerja Informal/Gig,0,63.0,0,0.251,0,0.428,127.0,44000.0,5,5.0,0.335,1880000.0,0.436,0,0
CUST107610,Kalimantan,18-25,P,Pekerja Informal/Gig,1,0.0,0,0.854,,0.542,34.0,41000.0,4,4.39,0.087,3350000.0,0.263,1,1
CUST107611,Kalimantan,46-55,P,UMKM/Wirausaha,0,33.0,2,0.408,0,0.679,47.0,24000.0,5,4.25,0.132,4300000.0,0.117,1,0
CUST107612,Sumatra,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.451,,0.638,36.0,39000.0,4,4.27,0.03,3090000.0,0.325,4,1
CUST107613,Jawa Non-Jabodetabek,26-35,L,Pekerja Informal/Gig,0,48.0,1,0.528,1,0.501,66.0,41000.0,11,5.0,0.066,4050000.0,0.151,1,0
CUST107614,Jawa Non-Jabodetabek,26-35,L,Pekerja Informal/Gig,0,53.0,2,0.457,0,0.56,89.0,56000.0,3,4.23,0.081,1420000.0,0.235,1,1
CUST107615,Sulawesi,26-35,L,Karyawan Formal,0,25.0,1,0.521,0,0.516,32.0,39000.0,6,4.09,0.045,860000.0,0.054,2,0
CUST107616,Jawa Non-Jabodetabek,46-55,L,Karyawan Formal,0,70.0,2,0.243,0,0.991,46.0,27000.0,3,3.61,0.156,2390000.0,0.155,1,0
CUST107617,Kalimantan,26-35,P,UMKM/Wirausaha,1,0.0,0,0.364,,0.971,38.0,57000.0,5,5.0,0.086,6010000.0,0.559,5,0
CUST107618,Kalimantan,26-35,L,Karyawan Formal,1,0.0,0,0.355,,0.702,109.0,10000.0,2,4.13,0.312,3290000.0,0.142,0,0
CUST107619,Sulawesi,36-45,P,Karyawan Formal,0,18.0,2,0.525,1,0.788,118.0,49000.0,6,4.86,0.009,3510000.0,0.179,0,0
CUST107620,Jawa Non-Jabodetabek,36-45,L,UMKM/Wirausaha,1,0.0,0,0.371,,1.0,100.0,32000.0,3,4.77,0.167,6420000.0,0.304,2,0
CUST107621,Kalimantan,36-45,L,Karyawan Formal,0,20.0,2,0.393,0,0.892,100.0,14000.0,2,3.74,0.044,1090000.0,0.241,0,0
CUST107622,Jabodetabek,46-55,L,Karyawan Formal,0,91.0,1,0.401,2,0.536,108.0,20000.0,4,4.58,0.044,1930000.0,0.346,0,1
CUST107623,Jabodetabek,18-25,L,Pekerja Informal/Gig,1,0.0,0,0.601,,0.772,67.0,22000.0,5,4.59,0.093,1590000.0,0.258,1,1
CUST107624,Jawa Non-Jabodetabek,18-25,P,Karyawan Formal,0,34.0,2,0.02,0,0.639,75.0,42000.0,1,3.73,0.019,4230000.0,0.296,1,0
CUST107625,Jabodetabek,18-25,P,UMKM/Wirausaha,1,0.0,0,0.43,,0.878,33.0,38000.0,4,3.84,0.037,6060000.0,0.691,5,1
CUST107626,Luar Jawa Lainnya,36-45,P,UMKM/Wirausaha,1,0.0,0,0.285,,0.112,37.0,30000.0,5,3.82,0.052,2190000.0,0.5,0,1
CUST107627,Luar Jawa Lainnya,56+,L,Pekerja Informal/Gig,1,0.0,0,0.031,,0.024,47.0,41000.0,6,3.89,0.345,3600000.0,0.263,1,1
CUST107628,Jabodetabek,26-35,L,Karyawan Formal,0,89.0,1,0.159,0,0.783,91.0,60000.0,7,3.18,0.043,990000.0,0.254,0,0
CUST107629,Sulawesi,46-55,P,Karyawan Formal,0,57.0,1,0.157,1,0.747,73.0,62000.0,5,4.54,0.145,4980000.0,0.02,0,0
CUST107630,Sumatra,36-45,P,UMKM/Wirausaha,0,8.0,3,0.276,0,0.805,88.0,40000.0,3,4.65,0.014,3860000.0,0.264,7,0
CUST107631,Kalimantan,56+,L,UMKM/Wirausaha,1,0.0,0,0.201,,0.524,62.0,53000.0,4,4.61,0.082,10430000.0,0.526,2,0
CUST107632,Sulawesi,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.361,,0.402,99.0,73000.0,3,4.88,0.336,4200000.0,0.31,0,0
CUST107633,Sumatra,18-25,L,Karyawan Formal,0,28.0,1,0.492,0,0.596,23.0,16000.0,1,4.56,0.001,1890000.0,0.161,0,0
CUST107634,Jabodetabek,36-45,L,Karyawan Formal,0,42.0,0,0.38,0,0.345,83.0,35000.0,7,4.26,0.112,2370000.0,0.091,0,0
CUST107635,Jabodetabek,46-55,P,Karyawan Formal,1,0.0,0,0.226,,0.47,40.0,62000.0,3,3.06,0.11,5100000.0,0.294,2,0
